,antibiotic,culture_description,age,gender,hosp_ward_ICU,hosp_ward_ER,hosp_ward_IP,hosp_ward_OP,ordering_mode,procedure_name,median_wbc,median_cr,susceptibility,exp_prev_aminoglycoside,exp_prev_ansamycin,exp_prev_antitubercular,exp_prev_beta_lactam,exp_prev_combination_antibiotic,exp_prev_fluoroquinolone,exp_prev_folate_synthesis_inhibitor,exp_prev_fosfomycin,exp_prev_glycopeptide,exp_prev_macrolide_lincosamide,exp_prev_monobactam,exp_prev_nitrofuran,exp_prev_nitroimidazole,exp_prev_oxazolidinone,exp_prev_polymyxin_lipopeptide,exp_prev_sulfonamide,exp_prev_tetracycline,exp_prev_urinary_antiseptic,comorb_congestive_heart_failure,comorb_organ_transplant_status,comorb_diabetes_any,comorb_solid_tumor_non_metastatic,comorb_chronic_pulmonary_any,comorb_renal_failure,comorb_pancreatic_disorder,comorb_sinusitis
exp_prev_folate_synthesis_inhibitor,0.0011747410781288246,-0.009526189721740897,0.0014025380384983803,0.0124649036836664,0.01570588970334129,0.019724937119491266,0.016504158212016545,-0.009739017628115933,-0.01637082784865252,0.022293633304663076,-0.002593071949795555,0.021656206001056222,0.008022529410527918,0.013010274702860161,-0.005594945322263971,-0.003490877300490606,0.0003844000698286774,0.0009315588348550555,0.016004386612439275,1.0,-0.0011268721645219303,0.02995698013567527,0.0070182995357348284,0.0875673603172728,-0.004395306076693147,0.03101834941171287,0.03601933146151434,-0.006046194222579943,0.05076784115517253,0.051411721212638005,0.20518722944226098,-0.006400302138023385,-0.006749600029661352,0.012560358301598006,0.03823824773420941,-0.0009807451227835083,0.04362569041822065,0.0001797085489384498,-0.02917547853452612
exp_prev_fosfomycin,-0.002027191829027458,0.04441526283428881,0.057292391478523226,-0.011898633961236249,-0.013689856733506615,0.04032952670278224,0.013581227484025819,-0.019448132747533306,-0.005527088053361368,0.09127690721069284,-0.019506005790848803,-0.00034421953839682305,-0.007575587740638715,0.039891874601204344,-0.004135968460809019,-0.007355707480011839,0.03570929066580449,0.012176299791253106,0.03308803299200584,-0.0011268721645219303,1.0,0.06055296958994497,0.03554302958939549,0.009294926986805204,0.19644102369129687,0.030736908059000638,-0.004422325979951025,-0.012740074267974178,-0.005823082690289013,0.0323505826588945,0.3039849481632975,0.017646410053155172,-0.014222236747848607,0.018612730520446624,0.025530845336722906,0.02366403177004197,0.09328199264546685,0.009219199997355718,-0.02297621617892544
exp_prev_glycopeptide,-0.014757869744281947,-0.11690827527168329,0.02087070987554429,0.033644786269596494,0.14786172932720615,0.1364005848796953,0.12504434325595362,-0.04443983758677965,-0.14442561746281557,0.284497717432277,-0.006269436036674037,0.041147726060864837,0.009984694852846662,0.17300423674326418,0.17008519903881603,-0.005630123722986289,0.3006852413654168,0.25225649656699994,0.2379771189818179,0.02995698013567527,0.06055296958994497,1.0,0.19753651756476545,0.08822628089306485,0.10174091860532289,0.3316815354516931,0.22765447840839562,0.1425985766600767,0.156951450254716,0.22043714168469952,0.08181971699109361,0.12906108845164185,0.2840753210814284,0.1627100715447347,0.05889812646258374,0.1753342383215645,0.25373385593967407,0.13012186526069922,-0.06916413548363531
exp_prev_macrolide_lincosamide,-0.009530654138846701,0.0794410935255443,-0.21845373473137844,-0.06636079429060325,-0.12019456800231604,-0.09559837423777999,-0.09692539216089201,0.2279135900095936,-0.0224747846993,0.10445081427490294,-0.026243250766578265,0.02998915637116419,0.10516993521402175,0.269190296502007,0.19694801621220503,0.1253223184605535,0.32563279993452476,0.3675521636161252,0.4990771366796552,0.0070182995357348284,0.03554302958939549,0.19753651756476545,1.0,0.16062666441648427,0.08902176164964717,0.21441481055576125,0.3101964728783593,0.3069221798862517,0.06973563712028104,0.21840689945769834,0.01737853230562877,0.20409191824408737,0.18442567121260242,0.34438940003766033,-0.0303223242497541,0.42836598805954096,0.02583835389617274,0.40514739373163605,0.2722032646827127
exp_prev_monobactam,-0.0035041005245624937,0.009113487252490114,-0.06299431469675518,-0.014487892659776356,-0.027025380844780428,-0.009116906856176419,0.026228556439088977,0.015869530589874413,-0.0477968349418333,0.03289852531835648,-0.0230353416718646,-0.029734671352677947,0.04272567721984504,0.10765896314093411,0.04879359579284155,-0.01723168417926377,0.11042050717978606,0.0838604150220562,0.14298848348842366,0.0875673603172728,0.009294926986805204,0.08822628089306485,0.16062666441648427,1.0,0.07800410451007608,0.1219237497078776,0.15010740555022864,0.15279629899557978,0.08183336313157283,0.013917008282371232,0.02571047307237134,0.05129331471682745,0.12975758824660263,0.16745498955047203,0.020632517649065676,0.1583985443116979,0.02314065633459118,0.1661542045594694,0.05961179171353791
exp_prev_nitrofuran,0.0036114824021075765,0.06880670394662577,0.10655166959133743,-0.12523151126738813,-0.0020227136028646035,0.07815535567402282,0.03121540902349387,-0.023130678746035364,-0.02769023248948631,0.18172495480497364,-0.018508255524761038,-0.02085807282199797,-0.02688270454241198,0.07177204532562632,0.10178670271122177,0.00406467582040234,0.13989862392759325,0.11889254370819967,0.13752816734511467,-0.004395306076693147,0.19644102369129687,0.10174091860532289,0.08902176164964717,0.07800410451007608,1.0,0.17789896871248567,0.0015978846268696145,-0.01694837627856387,0.02113001871460515,0.106114210080008,0.14563169031137627,0.054969853563735425,0.027505012694111666,0.03288822909375749,0.09166412920735298,-0.0007383884562134577,0.0904520302727628,-0.026714111610607487,-0.029194677927511837
exp_prev_nitroimidazole,-0.0037825236507308597,-0.04186593474313176,0.003497542481613209,-0.006042236504797736,0.04350531468496022,0.10844506634231549,0.09717850830981535,-0.037970720516984385,-0.1098545925945494,0.2386313964198692,-0.024421397604615012,0.017480637337007263,0.03536622632688767,0.14770519716977779,0.1860894771943227,0.008560123043061587,0.2697839691043939,0.22756401826238593,0.2857502172855633,0.03101834941171287,0.030736908059000638,0.3316815354516931,0.21441481055576125,0.1219237497078776,0.17789896871248567,1.0,0.21483666978972246,0.15350218891577977,0.11933247520441695,0.2106190792396182,0.07287778355334251,0.10888874768219031,0.19361374268488926,0.16929431211573587,0.14018184752882146,0.1526256699241627,0.20074188137117194,0.17305321595229176,-0.01981638206676084
exp_prev_oxazolidinone,-0.008260758451594121,0.045353188006080125,-0.21578576285243972,-0.02828312397579594,-0.05801485098217202,-0.08039254284170716,0.009437641724363888,0.08219900350108401,-0.070343705816722,0.07524881191130156,-0.05518876619340296,-0.041509031504557994,0.12562994762583996,0.20018239403028587,0.08353544196330158,0.029012091363024725,0.20434948425339197,0.3180980158309502,0.31336225305219906,0.03601933146151434,-0.004422325979951025,0.22765447840839562,0.3101964728783593,0.15010740555022864,0.0015978846268696145,0.21483666978972246,1.0,0.23241657386193865,0.06253738956523461,0.12836974715270472,-0.0031870718252822536,0.11193098124537662,0.2038297063899942,0.30762922457159236,-0.029037242917427365,0.3267771913303368,0.03848812960257986,0.4019640868896423,0.17516027882404547
exp_prev_polymyxin_lipopeptide,0.0034756276648041603,0.075748437800298,-0.18183208545708945,-0.013416723169218471,-0.06887722300071386,-0.11322743235934316,-0.12179727950448094,0.18880810863973632,0.03956471069387626,0.010323898946150723,-0.012437066812466787,-0.049207816916105526,0.06966804122026957,0.22210121583187012,0.1506714104383288,0.028472444226865245,0.1368615813694452,0.19118186055845285,0.2700454768640138,-0.006046194222579943,-0.012740074267974178,0.1425985766600767,0.3069221798862517,0.15279629899557978,-0.01694837627856387,0.15350218891577977,0.23241657386193865,1.0,0.02858411628793156,0.03331105067283394,-0.016022452977681727,0.09468121218339608,0.10936167320749916,0.25855390470844725,-0.048405260879976014,0.36288782879217973,-0.03643872166450988,0.3309466016355628,0.1717493503674435
exp_prev_sulfonamide,-0.004737538692246372,-0.040865353654303195,0.016553206556277546,0.00113112400052183,0.05393678018692326,0.0574512712681206,0.05892622610248474,-0.03756103551909429,-0.05651237129998204,0.09157303035461142,-0.04956181963923221,0.02332748318374185,0.00884762947611371,0.046004430262456555,0.02928227181976506,-0.004066965565245641,0.09293446709352009,0.09111779407905571,0.09355236779387992,0.05076784115517253,-0.005823082690289013,0.156951450254716,0.06973563712028104,0.08183336313157283,0.02113001871460515,0.11933247520441695,0.06253738956523461,0.02858411628793156,1.0,0.12978256603446345,0.012942139861234042,0.03651260004319176,0.12766597393927648,0.04049958049188401,0.026170614868075384,0.04434602773810991,0.11590371989696618,0.016535971974126908,-0.015630684585393757
exp_prev_tetracycline,-0.005978100300236087,-0.0286025550388729,0.024908645450036612,-0.08409151571684291,-0.0014046435702268405,0.053071637002379726,-0.0031718513598210903,0.037210948617342594,-0.02140790088202686,0.12301242699373018,-0.03333672045206004,0.004493856773953093,0.0033817653196153647,0.07601568113112168,0.14998223820217493,0.062267630137792906,0.19513430979486934,0.1960375387718862,0.2178418157173675,0.051411721212638005,0.0323505826588945,0.22043714168469952,0.21840689945769834,0.013917008282371232,0.106114210080008,0.2106190792396182,0.12836974715270472,0.03331105067283394,0.12978256603446345,1.0,0.02374798458809267,0.09639289808529869,0.05887301966724925,0.09119982512095115,0.05758338194097923,0.13690369951526285,0.11871199079564725,0.061715150797514114,0.05756469412748182
exp_prev_urinary_antiseptic,-0.0013141780829703468,0.026318821475994653,0.06299832577853107,-0.0034570871713856936,-0.0004061831894428788,0.04312102120880817,0.01207837828564495,-0.033489754688066455,0.006336078700743918,0.06737341511827231,-0.0342357014641582,-0.014476165075049998,-0.0045466698358557186,0.024716494750895487,0.02521830490038033,0.03928180633904074,0.043317418422974506,-0.0025517848123520976,0.03229673908567577,0.20518722944226098,0.3039849481632975,0.08181971699109361,0.01737853230562877,0.02571047307237134,0.14563169031137627,0.07287778355334251,-0.0031870718252822536,-0.016022452977681727,0.012942139861234042,0.02374798458809267,1.0,0.022192867117918756,-0.009748813261810966,0.0015044369253456324,0.0641929450235306,-0.001286184722182244,0.073785397880013,-0.0022932672442942175,-0.03317184968634569
comorb_congestive_heart_failure,-0.02029430136451103,-0.11739291672038239,-0.005960611005686675,0.004904150905530842,0.08949927640090834,0.11551845904113482,0.027119127573706343,-0.06542897294519161,0.007441801142523688,0.168565557568476,0.006443773518004303,0.0671301094580248,0.00039724148691039975,0.09967304893299662,0.08147229626101302,0.047724421461991545,0.13132461852442082,0.1348462892265168,0.19943913335179744,-0.006400302138023385,0.017646410053155172,0.12906108845164185,0.20409191824408737,0.05129331471682745,0.054969853563735425,0.10888874768219031,0.11193098124537662,0.09468121218339608,0.03651260004319176,0.09639289808529869,0.022192867117918756,1.0,0.09384565416369978,0.23550779186324192,0.1102366187704402,0.19543760074758776,0.14235914735865154,0.20677265613365076,-0.037849045749482085
comorb_organ_transplant_status,-0.010129798064319042,-0.055716304476655105,-0.07744581955087378,-0.012199255740733309,0.05035073965052992,-0.014714054754159508,0.09275020310775402,-0.0190090374715594,-0.11682123481439777,0.1456283206594792,-0.06471898292033805,0.1230199520625613,0.03820158125786054,0.20796308700345406,0.1394510582424551,0.020207639858967046,0.16874279544019888,0.23477948599363888,0.20938464498948112,-0.006749600029661352,-0.014222236747848607,0.2840753210814284,0.18442567121260242,0.12975758824660263,0.027505012694111666,0.19361374268488926,0.2038297063899942,0.10936167320749916,0.12766597393927648,0.05887301966724925,-0.009748813261810966,0.09384565416369978,1.0,0.18177505043647094,-0.03761406091205284,0.1631123966706451,0.2180228720342083,0.14880333619643815,-0.0017276800036965267
comorb_diabetes_any,-0.015496585634964585,-0.022726730604965887,-0.15793786509555424,-0.005117502438002459,-0.021218631446624378,0.022259868514231295,0.06849866946049894,0.09830089778789441,-0.16433069028131733,0.09600548589381173,-0.01102612834495169,0.05766840456068202,0.08918654335498676,0.2091432373898238,0.10117988274320722,0.035098992362070446,0.2180332961818077,0.2879480307992362,0.34336154826274007,0.012560358301598006,0.018612730520446624,0.1627100715447347,0.34438940003766033,0.16745498955047203,0.03288822909375749,0.16929431211573587,0.30762922457159236,0.25855390470844725,0.04049958049188401,0.09119982512095115,0.0015044369253456324,0.23550779186324192,0.18177505043647094,1.0,0.0017263814388955646,0.3706993644851176,0.14031612057020781,0.44964571772772455,0.07112675697585952
comorb_solid_tumor_non_metastatic,0.0051213921536730775,-0.03455120130347557,0.16888445514185732,0.037471502917183236,0.023998452083804696,0.10700005041217892,0.09657442687615986,-0.042160814191998984,-0.10609638893874138,0.2064372829514445,-0.007828016410776281,-0.003738301157494044,-0.028180243899060993,0.025147659570731035,0.004954798251062173,-0.013156466026895701,0.14001347977875345,-0.004532271207962866,0.05303695460451084,0.03823824773420941,0.025530845336722906,0.05889812646258374,-0.0303223242497541,0.020632517649065676,0.09166412920735298,0.14018184752882146,-0.029037242917427365,-0.048405260879976014,0.026170614868075384,0.05758338194097923,0.0641929450235306,0.1102366187704402,-0.03761406091205284,0.0017263814388955646,1.0,-0.08386744625607977,0.06548948494956323,-0.057949208969705,-0.11970479887236016
comorb_chronic_pulmonary_any,-0.011701454912510102,0.09508009469840209,-0.19711667922424786,-0.011463664054262647,-0.07259076413115836,-0.1258805986951698,-0.06409614122557312,0.20817470099384838,-0.054784159560230944,0.0575342704036017,-0.005387610763877769,-0.05932959498586179,0.09875444393392054,0.25191780638909017,0.1591812940942141,0.1858101180903956,0.24918903889764912,0.33064630418471513,0.4313937241806856,-0.0009807451227835083,0.02366403177004197,0.1753342383215645,0.42836598805954096,0.1583985443116979,-0.0007383884562134577,0.1526256699241627,0.3267771913303368,0.36288782879217973,0.04434602773810991,0.13690369951526285,-0.001286184722182244,0.19543760074758776,0.1631123966706451,0.3706993644851176,-0.08386744625607977,1.0,0.004198210690660641,0.4720993999208544,0.19786118706137645
comorb_renal_failure,-0.021437627993071036,-0.23057488592208608,0.26334322175277075,0.10439096931040201,0.22797998061793526,0.3199911294785468,0.26838669586368696,-0.18073652056021297,-0.25068048250906827,0.2727495682053998,0.023851957852441884,0.4600574801039205,-0.020902676270205253,0.08138468414485407,0.09494194721345893,-0.026852503940855425,0.18213165412039894,0.07943949606264057,0.11364877212654131,0.04362569041822065,0.09328199264546685,0.25373385593967407,0.02583835389617274,0.02314065633459118,0.0904520302727628,0.20074188137117194,0.03848812960257986,-0.03643872166450988,0.11590371989696618,0.11871199079564725,0.073785397880013,0.14235914735865154,0.2180228720342083,0.14031612057020781,0.06548948494956323,0.004198210690660641,1.0,-0.06528665674911899,-0.2675723151171578
comorb_pancreatic_disorder,-0.013018993585968001,0.10747579433913362,-0.4213403932604734,-0.009664355497899155,-0.11075198480149254,-0.16753699855650206,-0.10637061820169352,0.25667230126587426,-0.02921516411647484,0.003154468707823921,-0.03822679574414906,-0.06411561518661973,0.12490138052529173,0.23017419324560626,0.1370165942954482,0.07134461247299788,0.13431010485899036,0.2947134811817304,0.37324407448423974,0.0001797085489384498,0.009219199997355718,0.13012186526069922,0.40514739373163605,0.1661542045594694,-0.026714111610607487,0.17305321595229176,0.4019640868896423,0.3309466016355628,0.016535971974126908,0.061715150797514114,-0.0022932672442942175,0.20677265613365076,0.14880333619643815,0.44964571772772455,-0.057949208969705,0.4720993999208544,-0.06528665674911899,1.0,0.27060457456736725
comorb_sinusitis,0.019137775382645047,0.32830905505883257,-0.21669189134784267,-0.12981724893090604,-0.3119842351449934,-0.49128947827395736,-0.4841138186395322,0.25744642186836436,0.49981504343971556,-0.1800788883112816,-0.04389934197720632,-0.09111508138482935,0.04210398835227438,0.11332828757178798,0.04142406140177583,0.05962717544938893,0.10885502717258282,0.20932303980064554,0.17791591495737336,-0.02917547853452612,-0.02297621617892544,-0.06916413548363531,0.2722032646827127,0.05961179171353791,-0.029194677927511837,-0.01981638206676084,0.17516027882404547,0.1717493503674435,-0.015630684585393757,0.05756469412748182,-0.03317184968634569,-0.037849045749482085,-0.0017276800036965267,0.07112675697585952,-0.11970479887236016,0.19786118706137645,-0.2675723151171578,0.27060457456736725,1.0
